family,instance,method,time_s,metric_name,metric,failed
beta,23,gen_beta_mle,0.00872631900710985,nll,1444.8522568185854,False
beta,23,johnson_mle,0.04246731800958514,nll,1467.3305296891915,False
beta,23,bezier_pgd,0.0011641629971563816,mse,2.3208969445431194e-05,False
beta,23,bezier_ipopt,2.3920326470397413,mse,1.1978059969318651e-05,False
beta,23,bezier_nm,12.298356354993302,mse,0.0001427104504848732,False
beta,24,bezier_mle,0.003167196991853416,nll,1526.9597629809512,False
beta,24,gen_beta_mle,0.00883441005134955,nll,1517.5681056071091,False
beta,24,johnson_mle,0.032927900028880686,nll,1547.25249754887,False
beta,24,bezier_pgd,0.0011317419703118503,mse,1.9294711097166724e-05,False
beta,24,bezier_ipopt,2.138806894014124,mse,8.639182934127361e-06,False
beta,24,bezier_nm,12.684470829030033,mse,0.00020490900956393054,False
beta,25,bezier_mle,0.0019120789947919548,nll,2409.7424587326077,False
beta,25,gen_beta_mle,0.013828625960741192,nll,2405.0638664679236,False
beta,25,johnson_mle,0.03494397801114246,nll,2459.6135012458362,False
beta,25,bezier_pgd,0.0010499779600650072,mse,2.2772182475317566e-05,False
beta,25,bezier_ipopt,2.0794440219760872,mse,8.152889306515424e-06,False
beta,25,bezier_nm,12.566171146987472,mse,0.0003462141292086102,False
beta,26,bezier_mle,0.004158219962846488,nll,2318.406700849095,False
beta,26,gen_beta_mle,0.013844653032720089,nll,2312.741340538222,False
beta,26,johnson_mle,0.06915585300885141,nll,2336.1162505061093,False
beta,26,bezier_pgd,0.0010130280279554427,mse,1.546414169272376e-05,False
beta,26,bezier_ipopt,2.0854321040096693,mse,8.695541049718322e-06,False
beta,26,bezier_nm,13.406780106946826,mse,3.214671782185281e-05,False
beta,27,bezier_mle,0.0016571299638599157,nll,1953.4320361968578,False
beta,27,gen_beta_mle,0.03244447201723233,nll,1973.6392082534342,False
beta,27,johnson_mle,0.03632063703844324,nll,2048.5920773686066,False
beta,27,bezier_pgd,0.0010138499783352017,mse,1.2221851597605602e-05,False
beta,27,bezier_ipopt,2.205840866023209,mse,7.88563777611959e-06,False
beta,27,bezier_nm,14.594208333001006,mse,1.2327028514355159e-05,False
beta,28,bezier_mle,0.000452154956292361,nll,1430.2394435011186,False
beta,28,gen_beta_mle,0.024903827987145633,nll,1431.2860423590246,False
beta,28,johnson_mle,0.03909912199014798,nll,1582.0789128517386,False
beta,28,bezier_pgd,0.0008253960404545069,mse,1.4374611021849796e-05,False
beta,28,bezier_ipopt,2.0272287710104138,mse,9.091382106589952e-06,False
beta,28,bezier_nm,12.048468101012986,mse,1.7888735185668242e-05,False
beta,29,bezier_mle,0.002790701051708311,nll,2106.575209737941,False
beta,29,gen_beta_mle,0.009324650978669524,nll,2103.654814267798,False
beta,29,johnson_mle,0.03539074200671166,nll,2119.568465160227,False
beta,29,bezier_pgd,0.001111846009735018,mse,2.4621468050465536e-05,False
beta,29,bezier_ipopt,2.3571474060299806,mse,1.7412923086645243e-05,False
beta,29,bezier_nm,12.863117355038412,mse,0.00024880866986903014,False
beta,30,bezier_mle,0.005561549973208457,nll,520.9643351871073,False
beta,30,gen_beta_mle,0.012496835028287023,nll,516.1124475667843,False
beta,30,johnson_mle,0.05309827096061781,nll,532.9084063235676,False
beta,30,bezier_pgd,0.001082692004274577,mse,2.1114452169180575e-05,False
beta,30,bezier_ipopt,2.4860544509720057,mse,9.320802977732726e-06,False
beta,30,bezier_nm,12.328970092989039,mse,0.0006394564763243236,False
beta,31,bezier_mle,0.0026442199596203864,nll,2267.9672577353795,False
beta,31,gen_beta_mle,0.007122177048586309,nll,2261.2409324638847,False
beta,31,johnson_mle,0.0412236750125885,nll,2293.536706858559,False
beta,31,bezier_pgd,0.0011233569821342826,mse,3.634957168656422e-05,False
beta,31,bezier_ipopt,2.3958518910221756,mse,2.095007645912462e-05,False
beta,31,bezier_nm,12.599345345981419,mse,9.263019570362876e-05,False
beta,32,bezier_mle,0.0024427450262010098,nll,2132.627986104952,False
beta,32,gen_beta_mle,0.009333761991001666,nll,2132.6973776525406,False
beta,32,johnson_mle,0.038652062008623034,nll,2189.6662626681896,False
beta,32,bezier_pgd,0.0010267390171065927,mse,4.144489665689464e-05,False
beta,32,bezier_ipopt,2.5638882360071875,mse,1.0351853473055478e-05,False
beta,32,bezier_nm,13.542100623017177,mse,6.218521115738991e-05,False
beta,33,bezier_mle,0.00492814602330327,nll,175.35602310142076,False
beta,33,gen_beta_mle,0.05766002298332751,nll,160.95302869197644,False
beta,33,johnson_mle,0.0619708769954741,nll,276.43634238783574,False
beta,33,bezier_pgd,0.0013883599895052612,mse,2.6761341930087973e-05,False
beta,33,bezier_ipopt,2.062543027976062,mse,1.6981220401922423e-05,False
beta,33,bezier_nm,14.37890694302041,mse,0.001540489986321034,False
beta,34,bezier_mle,0.0021712540183216333,nll,2019.1236058123031,False
beta,34,gen_beta_mle,0.029261115996632725,nll,2014.1600609154054,False
beta,34,johnson_mle,0.03746245801448822,nll,2084.296536931022,False
beta,34,bezier_pgd,0.0009126089862547815,mse,2.837067825562933e-05,False
beta,34,bezier_ipopt,2.0758581600384787,mse,1.0379817707009179e-05,False
beta,34,bezier_nm,15.387788164021913,mse,6.652544925705951e-05,False
beta,35,bezier_mle,0.005636171961668879,nll,2553.577882990072,False
beta,35,gen_beta_mle,0.009218003018759191,nll,2549.2565289654076,False
beta,35,johnson_mle,0.03539414703845978,nll,2561.988164839651,False
beta,35,bezier_pgd,0.001220288046170026,mse,3.384724738914727e-05,False
beta,35,bezier_ipopt,2.5304588960134424,mse,1.2629312473956485e-05,False
beta,35,bezier_nm,13.407420033996459,mse,0.00016260111266449474,False
beta,36,bezier_mle,0.0027569130179472268,nll,2045.95672956383,False
beta,36,gen_beta_mle,0.020792154013179243,nll,2023.3023135552276,False
beta,36,johnson_mle,0.03491209098137915,nll,2164.3919256876598,False
beta,36,bezier_pgd,0.0011108510079793632,mse,3.476956492297585e-05,False
beta,36,bezier_ipopt,2.486589437001385,mse,9.298296152568246e-06,False
beta,36,bezier_nm,16.4182203040109,mse,3.4273455741948596e-05,False
beta,37,bezier_mle,0.0033981779706664383,nll,1477.753118330042,False
beta,37,gen_beta_mle,0.008947652007918805,nll,1469.1530040419625,False
beta,37,johnson_mle,0.04366433899849653,nll,1491.5527447024058,False
beta,37,bezier_pgd,0.0009967669611796737,mse,4.979911558513666e-05,False
beta,37,bezier_ipopt,3.102132983971387,mse,8.557375192060334e-06,False
beta,37,bezier_nm,12.27134291495895,mse,0.0005300954252240351,False
beta,38,bezier_mle,0.001845741004217416,nll,140.4362962561022,False
beta,38,gen_beta_mle,0.007232157979160547,nll,136.95403056070836,False
beta,38,johnson_mle,0.03676510299555957,nll,170.49491836482932,False
beta,38,bezier_pgd,0.0009507439681328833,mse,3.2259021151693174e-05,False
beta,38,bezier_ipopt,2.2025605609524064,mse,2.2293284908025677e-05,False
beta,38,bezier_nm,13.29493261105381,mse,0.00042801775318972916,False
beta,39,bezier_mle,0.004314972029533237,nll,2319.7393346169642,False
beta,39,gen_beta_mle,0.0178881729952991,nll,2310.146903781981,False
beta,39,johnson_mle,0.06984998000552878,nll,2329.303089004917,False
beta,39,bezier_pgd,0.0010255619999952614,mse,2.8771786382430178e-05,False
beta,39,bezier_ipopt,2.9434861530316994,mse,7.613832827853013e-06,False
beta,39,bezier_nm,13.618589137971867,mse,6.790283428137025e-05,False
beta,40,bezier_mle,0.003059067006688565,nll,2364.799042963089,False
beta,40,gen_beta_mle,0.00952052598586306,nll,2352.6151265886147,False
beta,40,johnson_mle,0.03829312603920698,nll,2364.961763443224,False
beta,40,bezier_pgd,0.0010977559722959995,mse,2.3814831405780304e-05,False
beta,40,bezier_ipopt,2.3446845170110464,mse,9.199476536928602e-06,False
beta,40,bezier_nm,14.276110909006093,mse,0.0001457355722629142,False
beta,41,bezier_mle,0.00287714198930189,nll,2453.374176111121,False
beta,41,gen_beta_mle,0.005361584015190601,nll,2444.6592557250056,False
beta,41,johnson_mle,0.037456032005138695,nll,2469.4942584147425,False
beta,41,bezier_pgd,0.0011533520300872624,mse,1.948918117759641e-05,False
beta,41,bezier_ipopt,2.430078490055166,mse,1.151182496002354e-05,False
beta,41,bezier_nm,11.75507141300477,mse,0.00015183272863526743,False
beta,42,bezier_mle,0.0032869299757294357,nll,2308.154769415112,False
beta,42,gen_beta_mle,0.009749017015565187,nll,2298.437897706747,False
beta,42,johnson_mle,0.039270701992791146,nll,2330.4403174893105,False
beta,42,bezier_pgd,0.0011783419759012759,mse,3.541788583513761e-05,False
beta,42,bezier_ipopt,2.629160715965554,mse,8.345784216610474e-06,False
beta,42,bezier_nm,13.52482702000998,mse,0.0007130133097022552,False
beta,43,bezier_mle,0.0008557980181649327,nll,2847.8086219460474,False
beta,43,gen_beta_mle,0.017357920994982123,nll,2847.7169109010065,False
beta,43,johnson_mle,0.037489590991754085,nll,2973.0715174243132,False
beta,43,bezier_pgd,0.0009355159709230065,mse,1.8492264573127707e-05,False
beta,43,bezier_ipopt,2.3951433709589764,mse,1.166514021733889e-05,False
beta,43,bezier_nm,11.90551981003955,mse,1.9229241255138383e-05,False
beta,44,bezier_mle,0.002645558037329465,nll,1971.5734400960105,False
beta,44,gen_beta_mle,0.007474815007299185,nll,1967.2596885628056,False
beta,44,johnson_mle,0.03423060802742839,nll,1994.1653020567433,False
beta,44,bezier_pgd,0.00101584498770535,mse,3.5441925772000016e-05,False
beta,44,bezier_ipopt,2.3776715749991126,mse,1.3592318136645298e-05,False
beta,44,bezier_nm,13.098448508011643,mse,6.694646132648199e-05,False
beta,45,bezier_mle,0.0018339219968765974,nll,999.7975955486145,False
beta,45,gen_beta_mle,0.019875342026352882,nll,977.7190292067081,False
beta,45,johnson_mle,0.03675163700245321,nll,1243.8124301260634,False
beta,45,bezier_pgd,0.0010166779975406826,mse,2.8792389095975974e-05,False
beta,45,bezier_ipopt,2.0940451059723273,mse,1.0481774720839113e-05,False
beta,45,bezier_nm,12.16850843897555,mse,0.00025708801054209133,False
beta,46,bezier_mle,0.0017137849936261773,nll,2117.2632836832518,False
beta,46,gen_beta_mle,0.030699152033776045,nll,2114.98122579367,False
beta,46,johnson_mle,0.03615726699354127,nll,2192.295004587393,False
beta,46,bezier_pgd,0.0010289869969710708,mse,2.37940090713666e-05,False
beta,46,bezier_ipopt,7.133433873998001,mse,1.2236266352555444e-05,False
beta,46,bezier_nm,13.313424497027881,mse,3.32995983051041e-05,False
beta,47,bezier_mle,0.0023342639906331897,nll,2262.5507667764878,False
beta,47,gen_beta_mle,0.01167888002237305,nll,2250.5242563722477,False
beta,47,johnson_mle,0.05912056198576465,nll,2298.3642291477863,False
beta,47,bezier_pgd,0.0014703990309499204,mse,3.368542612192341e-05,False
beta,47,bezier_ipopt,1.7158754260162823,mse,1.3673697769759171e-05,False
beta,47,bezier_nm,12.885173983988352,mse,6.520996398283188e-05,False
beta,48,bezier_mle,0.0021305459667928517,nll,1166.3067937058197,False
beta,48,gen_beta_mle,0.029768904962111264,nll,1156.3227988724611,False
beta,48,johnson_mle,0.0340731090400368,nll,1211.2616336612555,False
beta,48,bezier_pgd,0.0010255720117129385,mse,4.9758976205389644e-05,False
beta,48,bezier_ipopt,3.5200332200038247,mse,1.2704991765600045e-05,False
beta,48,bezier_nm,13.999217316973954,mse,7.767880100442972e-05,False
beta,49,bezier_mle,0.003918681992217898,nll,1575.098210099548,False
beta,49,gen_beta_mle,0.00847451901063323,nll,1562.8314193001802,False
beta,49,johnson_mle,0.03582270699553192,nll,1588.6724842292522,False
beta,49,bezier_pgd,0.0010467399843037128,mse,3.59539987610235e-05,False
beta,49,bezier_ipopt,1.6555608580238186,mse,9.777730862068578e-06,False
beta,49,bezier_nm,13.269846612005495,mse,0.0001267421198478589,False
beta,50,bezier_mle,0.002616123005282134,nll,273.8484414021948,False
beta,50,gen_beta_mle,0.036696329014375806,nll,250.65841535860068,False
beta,50,johnson_mle,0.03690271300729364,nll,401.20308042015074,False
beta,50,bezier_pgd,0.0015166960074566305,mse,3.518892219176939e-05,False
beta,50,bezier_ipopt,2.257477401988581,mse,1.2684509372713372e-05,False
beta,50,bezier_nm,14.998213531973306,mse,0.0011322885726972151,False
beta,51,bezier_mle,0.0017563189612701535,nll,2306.8625009836446,False
beta,51,gen_beta_mle,0.014510522945784032,nll,2300.8395122873662,False
beta,51,johnson_mle,0.03694188600638881,nll,2383.485541621494,False
beta,51,bezier_pgd,0.0010416749864816666,mse,1.7541399780718923e-05,False
beta,51,bezier_ipopt,2.724476433999371,mse,1.0321507082109533e-05,False
beta,51,bezier_nm,12.093179418996442,mse,2.356357080196179e-05,False
beta,52,bezier_mle,0.005594538000877947,nll,-46.709474854531436,False
beta,52,gen_beta_mle,0.019021603977307677,nll,-48.88310698048254,False
beta,52,johnson_mle,0.07447054499061778,nll,-33.63034169578154,False
beta,52,bezier_pgd,0.0017420310177840292,mse,1.7645809085417632e-05,False
beta,52,bezier_ipopt,1.4453778429888189,mse,1.0229232666479463e-05,False
beta,52,bezier_nm,12.32107059599366,mse,0.0005353470359210769,False
beta,53,bezier_mle,0.0028282610001042485,nll,1060.0551222197473,False
beta,53,gen_beta_mle,0.016990643984172493,nll,1046.7924154811683,False
beta,53,johnson_mle,0.03772323002340272,nll,1126.768826823477,False
beta,53,bezier_pgd,0.0010080719948746264,mse,4.15631678001545e-05,False
beta,53,bezier_ipopt,2.4894454330205917,mse,1.0536559056690844e-05,False
beta,53,bezier_nm,13.42354923603125,mse,0.0008536862553364917,False
beta,54,bezier_mle,0.0032466630218550563,nll,1824.0346720734094,False
beta,54,gen_beta_mle,0.009026476996950805,nll,1817.372000171051,False
beta,54,johnson_mle,0.03756510798120871,nll,1829.6281518107046,False
beta,54,bezier_pgd,0.0010665019508451223,mse,2.796360243613251e-05,False
beta,54,bezier_ipopt,2.996594349038787,mse,1.1163768665993186e-05,False
beta,54,bezier_nm,12.930513216007967,mse,0.0001451794497238189,False
beta,55,bezier_mle,0.0019101299694739282,nll,2686.58284842931,False
beta,55,gen_beta_mle,0.012109697971027344,nll,2683.8318553881622,False
beta,55,johnson_mle,0.07409448199905455,nll,2725.1271142422625,False
beta,55,bezier_pgd,0.0009719399968162179,mse,3.488365490346038e-05,False
beta,55,bezier_ipopt,2.389574930013623,mse,1.1903978863883898e-05,False
beta,55,bezier_nm,12.431091481004842,mse,5.5885357497807505e-05,False
beta,56,bezier_mle,0.001247597043402493,nll,2751.6563923130293,False
beta,56,gen_beta_mle,0.013358829019125551,nll,2753.5914495909365,False
beta,56,johnson_mle,0.03414330800296739,nll,2831.392627550954,False
beta,56,bezier_pgd,0.0009441849542781711,mse,1.4372537132634861e-05,False
beta,56,bezier_ipopt,1.99911781901028,mse,9.84090839404266e-06,False
beta,56,bezier_nm,12.63144560501678,mse,2.311431066505961e-05,False
beta,57,bezier_mle,0.0010223420104011893,nll,1299.1865123218893,False
beta,57,gen_beta_mle,0.021142978046555072,nll,1293.957489466501,False
beta,57,johnson_mle,0.04173660301603377,nll,1538.8836611358483,False
beta,57,bezier_pgd,0.001060315000358969,mse,3.827097712954154e-05,False
beta,57,bezier_ipopt,2.113442274974659,mse,8.593035815916243e-06,False
beta,57,bezier_nm,11.781113391974941,mse,5.608462709619288e-05,False
beta,58,bezier_mle,0.0013123659882694483,nll,1293.4936143167013,False
beta,58,gen_beta_mle,0.01194685703376308,nll,1291.623935372334,False
beta,58,johnson_mle,0.0378143839770928,nll,1375.677723160159,False
beta,58,bezier_pgd,0.0009565629879944026,mse,2.9059735312049473e-05,False
beta,58,bezier_ipopt,2.2352033350034617,mse,1.1156296674154366e-05,False
beta,58,bezier_nm,12.042846572003327,mse,0.00010735397537545492,False
beta,59,bezier_mle,0.001578580995555967,nll,252.5200870269971,False
beta,59,gen_beta_mle,0.011852508992888033,nll,248.97436919630303,False
beta,59,johnson_mle,0.0352281829691492,nll,347.73726241109347,False
beta,59,bezier_pgd,0.0009774980135262012,mse,1.4424103939058564e-05,False
beta,59,bezier_ipopt,1.915868836978916,mse,6.089298703113654e-06,False
beta,59,bezier_nm,11.6024603350088,mse,6.598054228323732e-05,False
beta,60,bezier_mle,0.0009378830436617136,nll,2508.2026167835256,False
beta,60,gen_beta_mle,0.017787956981919706,nll,2530.620570974244,False
beta,60,johnson_mle,0.04927792999660596,nll,2683.15366386914,False
beta,60,bezier_pgd,0.0014018490328453481,mse,2.896522044244923e-05,False
beta,60,bezier_ipopt,2.451059215993155,mse,1.3754804161830395e-05,False
beta,60,bezier_nm,12.122041301045101,mse,5.239295700556746e-05,False
beta,61,bezier_mle,0.002318378014024347,nll,2731.24254238036,False
beta,61,gen_beta_mle,0.012274407024960965,nll,2729.272291252103,False
beta,61,johnson_mle,0.03610228595789522,nll,2781.6923625876752,False
beta,61,bezier_pgd,0.00111535401083529,mse,3.324253201571699e-05,False
beta,61,bezier_ipopt,3.0245473149698228,mse,1.161446033259145e-05,False
beta,61,bezier_nm,12.736073900945485,mse,6.767810486589028e-05,False
beta,62,bezier_mle,0.0019192579784430563,nll,1587.9628885088177,False
beta,62,gen_beta_mle,0.058452576980926096,nll,1577.4197508722973,False
beta,62,johnson_mle,0.0699201769893989,nll,1763.8089023471193,False
beta,62,bezier_pgd,0.0011774770100601017,mse,2.3032965206997944e-05,False
beta,62,bezier_ipopt,3.107154064986389,mse,1.0456823418739329e-05,False
beta,62,bezier_nm,14.375922712031752,mse,3.317733641370874e-05,False
beta,63,bezier_mle,0.0023168260231614113,nll,1834.273093533747,False
beta,63,gen_beta_mle,0.007472524011973292,nll,1831.4616575304676,False
